jaar,stelsel,definitie,deflator,reeks,waarde
2007,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.667905444124
2008,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.692056787444
2009,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.654294774723
2010,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.633302465885
2011,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.630579482466
2012,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.646061535797
2013,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.634824975253
2014,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.626096491824
2015,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.753663667389
2016,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.729576234421
2017,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.7109756361
2018,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.704472439636
2019,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.705719262104
2020,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.625517603669
2021,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.657356015127
2022,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.677579368553
2023,werknemers,W2,gezondheidsindex,ratio_bijdragen_uitgaven,0.673431414448
