type,positie,bruto_60pct,minimum,maximum,bruto,personenbelasting,netto,inhouding,inhouding_pct,bindend
ZV50,13000,7196.6639999999998,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,14000,7826.6639999999998,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV50,15000,8486.6640000000007,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZV00,1550,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,1800,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,2000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,2250,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,2500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,2750,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,3000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,3250,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,3500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,3750,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,4000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,4250,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,4500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,4750,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,5000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,5250,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,5500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,5750,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,6000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,6250,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,6500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,6750,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,7000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,7500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,8000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,8500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,9000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,9500,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,10000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,11000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,12000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,13000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,14000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZV00,15000,0.17459999999999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZE,1550,997.78521489999991,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZE,1800,1261.1641834999998,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZE,2000,1488.2150185,1773.3499999999999,3798.8759999999997,1773.3499999999999,90.487082139999998,1682.862893,2.485999993950827e-05,1.4018665203997108e-06,minimum
ZE,2250,1778.8400872999998,1773.3499999999999,3798.8759999999997,1778.8400872999998,93.13636296,1685.7037250000001,-6.6000029619317502e-07,-3.7102845888466111e-08,-
ZE,2500,2078.5471895000001,1773.3499999999999,3798.8759999999997,2078.5471895000001,202.1545036,1802.6041929999999,73.788492900000165,3.5500032557716517,-
ZE,2750,2369.1722582999996,1773.3499999999999,3798.8759999999997,2369.1722582999996,337.41853700000001,1947.648207,84.105514299999641,3.5499957424096116,-
ZE,3000,2696.1254607000001,1773.3499999999999,3798.8759999999997,2696.1254607000001,504.5925077,2095.820526,95.712426999999934,3.5499990039465721,-
ZE,3250,3023.0786631000001,1773.3499999999999,3798.8759999999997,3023.0786631000001,674.09656500000006,2241.6627579999999,107.31934010000032,3.5500015732290029,-
ZE,3500,3350.0318655000001,1773.3499999999999,3798.8759999999997,3350.0318655000001,816.59025110000005,2364.265116,169.17649840000013,5.0499966923374364,-
ZE,3750,3676.9850679000001,1773.3499999999999,3798.8759999999997,3676.9850679000001,973.57595049999998,2499.336483,204.07263439999997,5.5499989973184727,-
ZE,4000,4018.0166089269651,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,4250,4344.3803037269654,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,4500,4689.9418629269649,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,4750,5006.7066255269501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,5000,5333.0703203269495,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,5250,5656.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,5500,5986.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,5750,6316.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,6000,6646.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,6250,6976.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,6500,7306.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,6750,7636.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,7000,7966.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,7500,8626.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,8000,9286.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,8500,9946.6614478532501,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,9000,10606.66144785325,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,9500,11266.66144785325,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,10000,11926.66144785325,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,11000,13246.661447853248,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,12000,14555.661447853248,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,13000,15875.661447853248,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
ZE,14000,17195.661447853247,1773.3499999999999,3798.8759999999997,3798.8759999999997,1035.4601,2552.5819489999999,210.83395100000007,5.5499034714478732,maximum
