reeks,gezin,risico,type,maand,positie,waarde,cel
uitkering,alleen,ziekte,WN,2,5500,2248.6823319999999,'Julie HS & VS'!R54
uitkering,alleen,ziekte,WN,2,5750,2248.6823319999999,'Julie HS & VS'!S54
uitkering,alleen,ziekte,WN,2,6000,2248.6823319999999,'Julie HS & VS'!T54
uitkering,alleen,ziekte,WN,2,6250,2248.6823319999999,'Julie HS & VS'!U54
uitkering,alleen,ziekte,WN,2,6500,2248.6823319999999,'Julie HS & VS'!V54
uitkering,alleen,ziekte,WN,2,6750,2248.6823319999999,'Julie HS & VS'!W54
uitkering,alleen,ziekte,WN,2,7000,2248.6823319999999,'Julie HS & VS'!X54
uitkering,alleen,ziekte,WN,2,7500,2248.6823319999999,'Julie HS & VS'!Y54
uitkering,alleen,ziekte,WN,2,8000,2248.6823319999999,'Julie HS & VS'!Z54
uitkering,alleen,ziekte,WN,2,8500,2248.6823319999999,'Julie HS & VS'!AA54
uitkering,alleen,ziekte,WN,2,9000,2248.6823319999999,'Julie HS & VS'!AB54
uitkering,alleen,ziekte,WN,2,9500,2248.6823319999999,'Julie HS & VS'!AC54
uitkering,alleen,ziekte,WN,2,10000,2248.6823319999999,'Julie HS & VS'!AD54
uitkering,alleen,ziekte,WN,2,11000,2248.6823319999999,'Julie HS & VS'!AE54
uitkering,alleen,ziekte,WN,2,12000,2248.6823319999999,'Julie HS & VS'!AF54
uitkering,alleen,ziekte,WN,2,13000,2248.6823319999999,'Julie HS & VS'!AG54
uitkering,alleen,ziekte,WN,2,14000,2248.6823319999999,'Julie HS & VS'!AH54
uitkering,alleen,ziekte,WN,2,15000,2248.6823319999999,'Julie HS & VS'!AI54
uitkering,alleen,ziekte,WN,3,1550,1400,'Julie HS & VS'!B55
uitkering,alleen,ziekte,WN,3,1800,1610.3438719999999,'Julie HS & VS'!C55
uitkering,alleen,ziekte,WN,3,2000,1610.3438719999999,'Julie HS & VS'!D55
uitkering,alleen,ziekte,WN,3,2250,1739.077849,'Julie HS & VS'!E55
uitkering,alleen,ziekte,WN,3,2500,2018.4981809999999,'Julie HS & VS'!F55
uitkering,alleen,ziekte,WN,3,2750,2180.5740930000002,'Julie HS & VS'!G55
uitkering,alleen,ziekte,WN,3,3000,2248.6421489999998,'Julie HS & VS'!H55
uitkering,alleen,ziekte,WN,3,3250,2248.6421489999998,'Julie HS & VS'!I55
uitkering,alleen,ziekte,WN,3,3500,2248.6421489999998,'Julie HS & VS'!J55
uitkering,alleen,ziekte,WN,3,3750,2248.6421489999998,'Julie HS & VS'!K55
uitkering,alleen,ziekte,WN,3,4000,2248.6421489999998,'Julie HS & VS'!L55
uitkering,alleen,ziekte,WN,3,4250,2248.6421489999998,'Julie HS & VS'!M55
uitkering,alleen,ziekte,WN,3,4500,2248.6421489999998,'Julie HS & VS'!N55
uitkering,alleen,ziekte,WN,3,4750,2248.6421489999998,'Julie HS & VS'!O55
uitkering,alleen,ziekte,WN,3,5000,2248.6421489999998,'Julie HS & VS'!P55
uitkering,alleen,ziekte,WN,3,5250,2248.6421489999998,'Julie HS & VS'!Q55
uitkering,alleen,ziekte,WN,3,5500,2248.6421489999998,'Julie HS & VS'!R55
uitkering,alleen,ziekte,WN,3,5750,2248.6421489999998,'Julie HS & VS'!S55
uitkering,alleen,ziekte,WN,3,6000,2248.6421489999998,'Julie HS & VS'!T55
uitkering,alleen,ziekte,WN,3,6250,2248.6421489999998,'Julie HS & VS'!U55
uitkering,alleen,ziekte,WN,3,6500,2248.6421489999998,'Julie HS & VS'!V55
uitkering,alleen,ziekte,WN,3,6750,2248.6421489999998,'Julie HS & VS'!W55
uitkering,alleen,ziekte,WN,3,7000,2248.6421489999998,'Julie HS & VS'!X55
uitkering,alleen,ziekte,WN,3,7500,2248.6421489999998,'Julie HS & VS'!Y55
uitkering,alleen,ziekte,WN,3,8000,2248.6421489999998,'Julie HS & VS'!Z55
uitkering,alleen,ziekte,WN,3,8500,2248.6421489999998,'Julie HS & VS'!AA55
uitkering,alleen,ziekte,WN,3,9000,2248.6421489999998,'Julie HS & VS'!AB55
uitkering,alleen,ziekte,WN,3,9500,2248.6421489999998,'Julie HS & VS'!AC55
uitkering,alleen,ziekte,WN,3,10000,2248.6421489999998,'Julie HS & VS'!AD55
uitkering,alleen,ziekte,WN,3,11000,2248.6421489999998,'Julie HS & VS'!AE55
uitkering,alleen,ziekte,WN,3,12000,2248.6421489999998,'Julie HS & VS'!AF55
uitkering,alleen,ziekte,WN,3,13000,2248.6421489999998,'Julie HS & VS'!AG55
uitkering,alleen,ziekte,WN,3,14000,2248.6421489999998,'Julie HS & VS'!AH55
uitkering,alleen,ziekte,WN,3,15000,2248.6421489999998,'Julie HS & VS'!AI55
uitkering,alleen,ziekte,WN,4-6,1550,1400,'Julie HS & VS'!B56
uitkering,alleen,ziekte,WN,4-6,1800,1610.3438719999999,'Julie HS & VS'!C56
uitkering,alleen,ziekte,WN,4-6,2000,1610.3438719999999,'Julie HS & VS'!D56
uitkering,alleen,ziekte,WN,4-6,2250,1739.077849,'Julie HS & VS'!E56
uitkering,alleen,ziekte,WN,4-6,2500,2018.4981809999999,'Julie HS & VS'!F56
uitkering,alleen,ziekte,WN,4-6,2750,2180.5740930000002,'Julie HS & VS'!G56
uitkering,alleen,ziekte,WN,4-6,3000,2248.6421489999998,'Julie HS & VS'!H56
uitkering,alleen,ziekte,WN,4-6,3250,2248.6421489999998,'Julie HS & VS'!I56
uitkering,alleen,ziekte,WN,4-6,3500,2248.6421489999998,'Julie HS & VS'!J56
uitkering,alleen,ziekte,WN,4-6,3750,2248.6421489999998,'Julie HS & VS'!K56
uitkering,alleen,ziekte,WN,4-6,4000,2248.6421489999998,'Julie HS & VS'!L56
uitkering,alleen,ziekte,WN,4-6,4250,2248.6421489999998,'Julie HS & VS'!M56
uitkering,alleen,ziekte,WN,4-6,4500,2248.6421489999998,'Julie HS & VS'!N56
uitkering,alleen,ziekte,WN,4-6,4750,2248.6421489999998,'Julie HS & VS'!O56
uitkering,alleen,ziekte,WN,4-6,5000,2248.6421489999998,'Julie HS & VS'!P56
uitkering,alleen,ziekte,WN,4-6,5250,2248.6421489999998,'Julie HS & VS'!Q56
uitkering,alleen,ziekte,WN,4-6,5500,2248.6421489999998,'Julie HS & VS'!R56
uitkering,alleen,ziekte,WN,4-6,5750,2248.6421489999998,'Julie HS & VS'!S56
uitkering,alleen,ziekte,WN,4-6,6000,2248.6421489999998,'Julie HS & VS'!T56
uitkering,alleen,ziekte,WN,4-6,6250,2248.6421489999998,'Julie HS & VS'!U56
uitkering,alleen,ziekte,WN,4-6,6500,2248.6421489999998,'Julie HS & VS'!V56
uitkering,alleen,ziekte,WN,4-6,6750,2248.6421489999998,'Julie HS & VS'!W56
uitkering,alleen,ziekte,WN,4-6,7000,2248.6421489999998,'Julie HS & VS'!X56
uitkering,alleen,ziekte,WN,4-6,7500,2248.6421489999998,'Julie HS & VS'!Y56
uitkering,alleen,ziekte,WN,4-6,8000,2248.6421489999998,'Julie HS & VS'!Z56
uitkering,alleen,ziekte,WN,4-6,8500,2248.6421489999998,'Julie HS & VS'!AA56
uitkering,alleen,ziekte,WN,4-6,9000,2248.6421489999998,'Julie HS & VS'!AB56
uitkering,alleen,ziekte,WN,4-6,9500,2248.6421489999998,'Julie HS & VS'!AC56
uitkering,alleen,ziekte,WN,4-6,10000,2248.6421489999998,'Julie HS & VS'!AD56
uitkering,alleen,ziekte,WN,4-6,11000,2248.6421489999998,'Julie HS & VS'!AE56
uitkering,alleen,ziekte,WN,4-6,12000,2248.6421489999998,'Julie HS & VS'!AF56
uitkering,alleen,ziekte,WN,4-6,13000,2248.6421489999998,'Julie HS & VS'!AG56
uitkering,alleen,ziekte,WN,4-6,14000,2248.6421489999998,'Julie HS & VS'!AH56
uitkering,alleen,ziekte,WN,4-6,15000,2248.6421489999998,'Julie HS & VS'!AI56
uitkering,alleen,ziekte,WN,7-12,1550,1610.3438719999999,'Julie HS & VS'!B57
uitkering,alleen,ziekte,WN,7-12,1800,1610.3438719999999,'Julie HS & VS'!C57
uitkering,alleen,ziekte,WN,7-12,2000,1610.3438719999999,'Julie HS & VS'!D57
uitkering,alleen,ziekte,WN,7-12,2250,1739.077849,'Julie HS & VS'!E57
uitkering,alleen,ziekte,WN,7-12,2500,2018.4981809999999,'Julie HS & VS'!F57
uitkering,alleen,ziekte,WN,7-12,2750,2180.5740930000002,'Julie HS & VS'!G57
uitkering,alleen,ziekte,WN,7-12,3000,2248.6421489999998,'Julie HS & VS'!H57
uitkering,alleen,ziekte,WN,7-12,3250,2248.6421489999998,'Julie HS & VS'!I57
uitkering,alleen,ziekte,WN,7-12,3500,2248.6421489999998,'Julie HS & VS'!J57
uitkering,alleen,ziekte,WN,7-12,3750,2248.6421489999998,'Julie HS & VS'!K57
uitkering,alleen,ziekte,WN,7-12,4000,2248.6421489999998,'Julie HS & VS'!L57
uitkering,alleen,ziekte,WN,7-12,4250,2248.6421489999998,'Julie HS & VS'!M57
uitkering,alleen,ziekte,WN,7-12,4500,2248.6421489999998,'Julie HS & VS'!N57
uitkering,alleen,ziekte,WN,7-12,4750,2248.6421489999998,'Julie HS & VS'!O57
uitkering,alleen,ziekte,WN,7-12,5000,2248.6421489999998,'Julie HS & VS'!P57
uitkering,alleen,ziekte,WN,7-12,5250,2248.6421489999998,'Julie HS & VS'!Q57
uitkering,alleen,ziekte,WN,7-12,5500,2248.6421489999998,'Julie HS & VS'!R57
uitkering,alleen,ziekte,WN,7-12,5750,2248.6421489999998,'Julie HS & VS'!S57
uitkering,alleen,ziekte,WN,7-12,6000,2248.6421489999998,'Julie HS & VS'!T57
uitkering,alleen,ziekte,WN,7-12,6250,2248.6421489999998,'Julie HS & VS'!U57
uitkering,alleen,ziekte,WN,7-12,6500,2248.6421489999998,'Julie HS & VS'!V57
uitkering,alleen,ziekte,WN,7-12,6750,2248.6421489999998,'Julie HS & VS'!W57
uitkering,alleen,ziekte,WN,7-12,7000,2248.6421489999998,'Julie HS & VS'!X57
uitkering,alleen,ziekte,WN,7-12,7500,2248.6421489999998,'Julie HS & VS'!Y57
uitkering,alleen,ziekte,WN,7-12,8000,2248.6421489999998,'Julie HS & VS'!Z57
uitkering,alleen,ziekte,WN,7-12,8500,2248.6421489999998,'Julie HS & VS'!AA57
uitkering,alleen,ziekte,WN,7-12,9000,2248.6421489999998,'Julie HS & VS'!AB57
uitkering,alleen,ziekte,WN,7-12,9500,2248.6421489999998,'Julie HS & VS'!AC57
uitkering,alleen,ziekte,WN,7-12,10000,2248.6421489999998,'Julie HS & VS'!AD57
uitkering,alleen,ziekte,WN,7-12,11000,2248.6421489999998,'Julie HS & VS'!AE57
uitkering,alleen,ziekte,WN,7-12,12000,2248.6421489999998,'Julie HS & VS'!AF57
uitkering,alleen,ziekte,WN,7-12,13000,2248.6421489999998,'Julie HS & VS'!AG57
uitkering,alleen,ziekte,WN,7-12,14000,2248.6421489999998,'Julie HS & VS'!AH57
uitkering,alleen,ziekte,WN,7-12,15000,2248.6421489999998,'Julie HS & VS'!AI57
uitkering,koppel,ziekte,ZS,-,1550,1309.2933330000001,'Julie HS & VS'!B59
uitkering,koppel,ziekte,ZS,-,1800,1309.2933330000001,'Julie HS & VS'!C59
uitkering,koppel,ziekte,ZS,-,2000,1309.2933330000001,'Julie HS & VS'!D59
uitkering,koppel,ziekte,ZS,-,2250,1309.2933330000001,'Julie HS & VS'!E59
uitkering,koppel,ziekte,ZS,-,2500,1309.2933330000001,'Julie HS & VS'!F59
uitkering,koppel,ziekte,ZS,-,2750,1309.2933330000001,'Julie HS & VS'!G59
uitkering,koppel,ziekte,ZS,-,3000,1309.2933330000001,'Julie HS & VS'!H59
uitkering,koppel,ziekte,ZS,-,3250,1309.2933330000001,'Julie HS & VS'!I59
uitkering,koppel,ziekte,ZS,-,3500,1309.2933330000001,'Julie HS & VS'!J59
uitkering,koppel,ziekte,ZS,-,3750,1309.2933330000001,'Julie HS & VS'!K59
uitkering,koppel,ziekte,ZS,-,4000,1309.2933330000001,'Julie HS & VS'!L59
uitkering,koppel,ziekte,ZS,-,4250,1309.2933330000001,'Julie HS & VS'!M59
uitkering,koppel,ziekte,ZS,-,4500,1309.2933330000001,'Julie HS & VS'!N59
uitkering,koppel,ziekte,ZS,-,4750,1309.2933330000001,'Julie HS & VS'!O59
uitkering,koppel,ziekte,ZS,-,5000,1309.2933330000001,'Julie HS & VS'!P59
uitkering,koppel,ziekte,ZS,-,5250,1309.2933330000001,'Julie HS & VS'!Q59
uitkering,koppel,ziekte,ZS,-,5500,1309.2933330000001,'Julie HS & VS'!R59
uitkering,koppel,ziekte,ZS,-,5750,1309.2933330000001,'Julie HS & VS'!S59
uitkering,koppel,ziekte,ZS,-,6000,1309.2933330000001,'Julie HS & VS'!T59
uitkering,koppel,ziekte,ZS,-,6250,1309.2933330000001,'Julie HS & VS'!U59
uitkering,koppel,ziekte,ZS,-,6500,1309.2933330000001,'Julie HS & VS'!V59
uitkering,koppel,ziekte,ZS,-,6750,1309.2933330000001,'Julie HS & VS'!W59
uitkering,koppel,ziekte,ZS,-,7000,1309.2933330000001,'Julie HS & VS'!X59
uitkering,koppel,ziekte,ZS,-,7500,1309.2933330000001,'Julie HS & VS'!Y59
uitkering,koppel,ziekte,ZS,-,8000,1309.2933330000001,'Julie HS & VS'!Z59
uitkering,koppel,ziekte,ZS,-,8500,1309.2933330000001,'Julie HS & VS'!AA59
uitkering,koppel,ziekte,ZS,-,9000,1309.2933330000001,'Julie HS & VS'!AB59
uitkering,koppel,ziekte,ZS,-,9500,1309.2933330000001,'Julie HS & VS'!AC59
uitkering,koppel,ziekte,ZS,-,10000,1309.2933330000001,'Julie HS & VS'!AD59
uitkering,koppel,ziekte,ZS,-,11000,1309.2933330000001,'Julie HS & VS'!AE59
uitkering,koppel,ziekte,ZS,-,12000,1309.2933330000001,'Julie HS & VS'!AF59
uitkering,koppel,ziekte,ZS,-,13000,1309.2933330000001,'Julie HS & VS'!AG59
uitkering,koppel,ziekte,ZS,-,14000,1309.2933330000001,'Julie HS & VS'!AH59
uitkering,koppel,ziekte,ZS,-,15000,1309.2933330000001,'Julie HS & VS'!AI59
uitkering,koppel,ziekte,WN,1,1550,1543.1600000000001,'Julie HS & VS'!B60
uitkering,koppel,ziekte,WN,1,1800,1801.7,'Julie HS & VS'!C60
uitkering,koppel,ziekte,WN,1,2000,2000.03,'Julie HS & VS'!D60
uitkering,koppel,ziekte,WN,1,2250,2249.0900000000001,'Julie HS & VS'!E60
uitkering,koppel,ziekte,WN,1,2500,2495.3000000000002,'Julie HS & VS'!F60
uitkering,koppel,ziekte,WN,1,2750,2751.5700000000002,'Julie HS & VS'!G60
uitkering,koppel,ziekte,WN,1,3000,3002.5100000000002,'Julie HS & VS'!H60
uitkering,koppel,ziekte,WN,1,3250,3246.29,'Julie HS & VS'!I60
uitkering,koppel,ziekte,WN,1,3500,3501.1300000000001,'Julie HS & VS'!J60
uitkering,koppel,ziekte,WN,1,3750,3751.3299999999999,'Julie HS & VS'!K60
uitkering,koppel,ziekte,WN,1,4000,4003.4299999999998,'Julie HS & VS'!L60
uitkering,koppel,ziekte,WN,1,4250,4245.4399999999996,'Julie HS & VS'!M60
uitkering,koppel,ziekte,WN,1,4500,4497.54,'Julie HS & VS'!N60
uitkering,koppel,ziekte,WN,1,4750,4749.6400000000003,'Julie HS & VS'!O60
uitkering,koppel,ziekte,WN,1,5000,5001.7299999999996,'Julie HS & VS'!P60
uitkering,koppel,ziekte,WN,1,5250,5253.8299999999999,'Julie HS & VS'!Q60
uitkering,koppel,ziekte,WN,1,5500,5495.8400000000001,'Julie HS & VS'!R60
uitkering,koppel,ziekte,WN,1,5750,5747.9399999999996,'Julie HS & VS'!S60
uitkering,koppel,ziekte,WN,1,6000,6000.04,'Julie HS & VS'!T60
uitkering,koppel,ziekte,WN,1,6250,6252.1300000000001,'Julie HS & VS'!U60
uitkering,koppel,ziekte,WN,1,6500,6504.2299999999996,'Julie HS & VS'!V60
uitkering,koppel,ziekte,WN,1,6750,6746.2399999999998,'Julie HS & VS'!W60
uitkering,koppel,ziekte,WN,1,7000,6998.3400000000001,'Julie HS & VS'!X60
uitkering,koppel,ziekte,WN,1,7500,7502.5299999999997,'Julie HS & VS'!Y60
uitkering,koppel,ziekte,WN,1,8000,7996.6400000000003,'Julie HS & VS'!Z60
uitkering,koppel,ziekte,WN,1,8500,8500.8400000000001,'Julie HS & VS'!AA60
uitkering,koppel,ziekte,WN,1,9000,9005.0300000000007,'Julie HS & VS'!AB60
uitkering,koppel,ziekte,WN,1,9500,9499.1399999999994,'Julie HS & VS'!AC60
uitkering,koppel,ziekte,WN,1,10000,10003.34,'Julie HS & VS'!AD60
uitkering,koppel,ziekte,WN,1,11000,11001.639999999999,'Julie HS & VS'!AE60
uitkering,koppel,ziekte,WN,1,12000,11999.940000000001,'Julie HS & VS'!AF60
uitkering,koppel,ziekte,WN,1,13000,12998.25,'Julie HS & VS'!AG60
uitkering,koppel,ziekte,WN,1,14000,13996.549999999999,'Julie HS & VS'!AH60
uitkering,koppel,ziekte,WN,1,15000,15004.940000000001,'Julie HS & VS'!AI60
uitkering,koppel,ziekte,WN,2,1550,850.90200000000004,'Julie HS & VS'!B61
uitkering,koppel,ziekte,WN,2,1800,1043.04,'Julie HS & VS'!C61
uitkering,koppel,ziekte,WN,2,2000,1235.1780000000001,'Julie HS & VS'!D61
uitkering,koppel,ziekte,WN,2,2250,1739.077849,'Julie HS & VS'!E61
uitkering,koppel,ziekte,WN,2,2500,2018.4981809999999,'Julie HS & VS'!F61
uitkering,koppel,ziekte,WN,2,2750,2180.5740930000002,'Julie HS & VS'!G61
uitkering,koppel,ziekte,WN,2,3000,2248.6823319999999,'Julie HS & VS'!H61
uitkering,koppel,ziekte,WN,2,3250,2248.6823319999999,'Julie HS & VS'!I61
uitkering,koppel,ziekte,WN,2,3500,2248.6823319999999,'Julie HS & VS'!J61
uitkering,koppel,ziekte,WN,2,3750,2248.6823319999999,'Julie HS & VS'!K61
uitkering,koppel,ziekte,WN,2,4000,2248.6823319999999,'Julie HS & VS'!L61
uitkering,koppel,ziekte,WN,2,4250,2248.6823319999999,'Julie HS & VS'!M61
uitkering,koppel,ziekte,WN,2,4500,2248.6823319999999,'Julie HS & VS'!N61
uitkering,koppel,ziekte,WN,2,4750,2248.6823319999999,'Julie HS & VS'!O61
uitkering,koppel,ziekte,WN,2,5000,2248.6823319999999,'Julie HS & VS'!P61
uitkering,koppel,ziekte,WN,2,5250,2248.6823319999999,'Julie HS & VS'!Q61
uitkering,koppel,ziekte,WN,2,5500,2248.6823319999999,'Julie HS & VS'!R61
uitkering,koppel,ziekte,WN,2,5750,2248.6823319999999,'Julie HS & VS'!S61
uitkering,koppel,ziekte,WN,2,6000,2248.6823319999999,'Julie HS & VS'!T61
uitkering,koppel,ziekte,WN,2,6250,2248.6823319999999,'Julie HS & VS'!U61
uitkering,koppel,ziekte,WN,2,6500,2248.6823319999999,'Julie HS & VS'!V61
uitkering,koppel,ziekte,WN,2,6750,2248.6823319999999,'Julie HS & VS'!W61
uitkering,koppel,ziekte,WN,2,7000,2248.6823319999999,'Julie HS & VS'!X61
uitkering,koppel,ziekte,WN,2,7500,2248.6823319999999,'Julie HS & VS'!Y61
uitkering,koppel,ziekte,WN,2,8000,2248.6823319999999,'Julie HS & VS'!Z61
uitkering,koppel,ziekte,WN,2,8500,2248.6823319999999,'Julie HS & VS'!AA61
uitkering,koppel,ziekte,WN,2,9000,2248.6823319999999,'Julie HS & VS'!AB61
uitkering,koppel,ziekte,WN,2,9500,2248.6823319999999,'Julie HS & VS'!AC61
uitkering,koppel,ziekte,WN,2,10000,2248.6823319999999,'Julie HS & VS'!AD61
uitkering,koppel,ziekte,WN,2,11000,2248.6823319999999,'Julie HS & VS'!AE61
uitkering,koppel,ziekte,WN,2,12000,2248.6823319999999,'Julie HS & VS'!AF61
uitkering,koppel,ziekte,WN,2,13000,2248.6823319999999,'Julie HS & VS'!AG61
uitkering,koppel,ziekte,WN,2,14000,2248.6823319999999,'Julie HS & VS'!AH61
uitkering,koppel,ziekte,WN,2,15000,2248.6823319999999,'Julie HS & VS'!AI61
uitkering,koppel,ziekte,WN,3,1550,1400,'Julie HS & VS'!B62
uitkering,koppel,ziekte,WN,3,1800,1610.3438719999999,'Julie HS & VS'!C62
uitkering,koppel,ziekte,WN,3,2000,1610.3438719999999,'Julie HS & VS'!D62
uitkering,koppel,ziekte,WN,3,2250,1739.077849,'Julie HS & VS'!E62
uitkering,koppel,ziekte,WN,3,2500,2018.4981809999999,'Julie HS & VS'!F62
uitkering,koppel,ziekte,WN,3,2750,2180.5740930000002,'Julie HS & VS'!G62
uitkering,koppel,ziekte,WN,3,3000,2248.6421489999998,'Julie HS & VS'!H62
uitkering,koppel,ziekte,WN,3,3250,2248.6421489999998,'Julie HS & VS'!I62
uitkering,koppel,ziekte,WN,3,3500,2248.6421489999998,'Julie HS & VS'!J62
uitkering,koppel,ziekte,WN,3,3750,2248.6421489999998,'Julie HS & VS'!K62
uitkering,koppel,ziekte,WN,3,4000,2248.6421489999998,'Julie HS & VS'!L62
uitkering,koppel,ziekte,WN,3,4250,2248.6421489999998,'Julie HS & VS'!M62
uitkering,koppel,ziekte,WN,3,4500,2248.6421489999998,'Julie HS & VS'!N62
uitkering,koppel,ziekte,WN,3,4750,2248.6421489999998,'Julie HS & VS'!O62
uitkering,koppel,ziekte,WN,3,5000,2248.6421489999998,'Julie HS & VS'!P62
uitkering,koppel,ziekte,WN,3,5250,2248.6421489999998,'Julie HS & VS'!Q62
uitkering,koppel,ziekte,WN,3,5500,2248.6421489999998,'Julie HS & VS'!R62
uitkering,koppel,ziekte,WN,3,5750,2248.6421489999998,'Julie HS & VS'!S62
uitkering,koppel,ziekte,WN,3,6000,2248.6421489999998,'Julie HS & VS'!T62
uitkering,koppel,ziekte,WN,3,6250,2248.6421489999998,'Julie HS & VS'!U62
uitkering,koppel,ziekte,WN,3,6500,2248.6421489999998,'Julie HS & VS'!V62
uitkering,koppel,ziekte,WN,3,6750,2248.6421489999998,'Julie HS & VS'!W62
uitkering,koppel,ziekte,WN,3,7000,2248.6421489999998,'Julie HS & VS'!X62
uitkering,koppel,ziekte,WN,3,7500,2248.6421489999998,'Julie HS & VS'!Y62
uitkering,koppel,ziekte,WN,3,8000,2248.6421489999998,'Julie HS & VS'!Z62
uitkering,koppel,ziekte,WN,3,8500,2248.6421489999998,'Julie HS & VS'!AA62
uitkering,koppel,ziekte,WN,3,9000,2248.6421489999998,'Julie HS & VS'!AB62
uitkering,koppel,ziekte,WN,3,9500,2248.6421489999998,'Julie HS & VS'!AC62
uitkering,koppel,ziekte,WN,3,10000,2248.6421489999998,'Julie HS & VS'!AD62
uitkering,koppel,ziekte,WN,3,11000,2248.6421489999998,'Julie HS & VS'!AE62
uitkering,koppel,ziekte,WN,3,12000,2248.6421489999998,'Julie HS & VS'!AF62
uitkering,koppel,ziekte,WN,3,13000,2248.6421489999998,'Julie HS & VS'!AG62
uitkering,koppel,ziekte,WN,3,14000,2248.6421489999998,'Julie HS & VS'!AH62
uitkering,koppel,ziekte,WN,3,15000,2248.6421489999998,'Julie HS & VS'!AI62
uitkering,koppel,ziekte,WN,4-6,1550,1400,'Julie HS & VS'!B63
uitkering,koppel,ziekte,WN,4-6,1800,1610.3438719999999,'Julie HS & VS'!C63
uitkering,koppel,ziekte,WN,4-6,2000,1610.3438719999999,'Julie HS & VS'!D63
uitkering,koppel,ziekte,WN,4-6,2250,1739.077849,'Julie HS & VS'!E63
uitkering,koppel,ziekte,WN,4-6,2500,2018.4981809999999,'Julie HS & VS'!F63
uitkering,koppel,ziekte,WN,4-6,2750,2180.5740930000002,'Julie HS & VS'!G63
uitkering,koppel,ziekte,WN,4-6,3000,2248.6421489999998,'Julie HS & VS'!H63
uitkering,koppel,ziekte,WN,4-6,3250,2248.6421489999998,'Julie HS & VS'!I63
uitkering,koppel,ziekte,WN,4-6,3500,2248.6421489999998,'Julie HS & VS'!J63
uitkering,koppel,ziekte,WN,4-6,3750,2248.6421489999998,'Julie HS & VS'!K63
uitkering,koppel,ziekte,WN,4-6,4000,2248.6421489999998,'Julie HS & VS'!L63
uitkering,koppel,ziekte,WN,4-6,4250,2248.6421489999998,'Julie HS & VS'!M63
uitkering,koppel,ziekte,WN,4-6,4500,2248.6421489999998,'Julie HS & VS'!N63
uitkering,koppel,ziekte,WN,4-6,4750,2248.6421489999998,'Julie HS & VS'!O63
uitkering,koppel,ziekte,WN,4-6,5000,2248.6421489999998,'Julie HS & VS'!P63
uitkering,koppel,ziekte,WN,4-6,5250,2248.6421489999998,'Julie HS & VS'!Q63
uitkering,koppel,ziekte,WN,4-6,5500,2248.6421489999998,'Julie HS & VS'!R63
uitkering,koppel,ziekte,WN,4-6,5750,2248.6421489999998,'Julie HS & VS'!S63
uitkering,koppel,ziekte,WN,4-6,6000,2248.6421489999998,'Julie HS & VS'!T63
uitkering,koppel,ziekte,WN,4-6,6250,2248.6421489999998,'Julie HS & VS'!U63
uitkering,koppel,ziekte,WN,4-6,6500,2248.6421489999998,'Julie HS & VS'!V63
uitkering,koppel,ziekte,WN,4-6,6750,2248.6421489999998,'Julie HS & VS'!W63
uitkering,koppel,ziekte,WN,4-6,7000,2248.6421489999998,'Julie HS & VS'!X63
uitkering,koppel,ziekte,WN,4-6,7500,2248.6421489999998,'Julie HS & VS'!Y63
uitkering,koppel,ziekte,WN,4-6,8000,2248.6421489999998,'Julie HS & VS'!Z63
uitkering,koppel,ziekte,WN,4-6,8500,2248.6421489999998,'Julie HS & VS'!AA63
uitkering,koppel,ziekte,WN,4-6,9000,2248.6421489999998,'Julie HS & VS'!AB63
uitkering,koppel,ziekte,WN,4-6,9500,2248.6421489999998,'Julie HS & VS'!AC63
uitkering,koppel,ziekte,WN,4-6,10000,2248.6421489999998,'Julie HS & VS'!AD63
uitkering,koppel,ziekte,WN,4-6,11000,2248.6421489999998,'Julie HS & VS'!AE63
uitkering,koppel,ziekte,WN,4-6,12000,2248.6421489999998,'Julie HS & VS'!AF63
uitkering,koppel,ziekte,WN,4-6,13000,2248.6421489999998,'Julie HS & VS'!AG63
uitkering,koppel,ziekte,WN,4-6,14000,2248.6421489999998,'Julie HS & VS'!AH63
uitkering,koppel,ziekte,WN,4-6,15000,2248.6421489999998,'Julie HS & VS'!AI63
uitkering,koppel,ziekte,WN,7-12,1550,1380.927856,'Julie HS & VS'!B64
uitkering,koppel,ziekte,WN,7-12,1800,1380.927856,'Julie HS & VS'!C64
uitkering,koppel,ziekte,WN,7-12,2000,1380.927856,'Julie HS & VS'!D64
uitkering,koppel,ziekte,WN,7-12,2250,1739.077849,'Julie HS & VS'!E64
uitkering,koppel,ziekte,WN,7-12,2500,2018.4981809999999,'Julie HS & VS'!F64
uitkering,koppel,ziekte,WN,7-12,2750,2180.5740930000002,'Julie HS & VS'!G64
uitkering,koppel,ziekte,WN,7-12,3000,2248.6421489999998,'Julie HS & VS'!H64
uitkering,koppel,ziekte,WN,7-12,3250,2248.6421489999998,'Julie HS & VS'!I64
uitkering,koppel,ziekte,WN,7-12,3500,2248.6421489999998,'Julie HS & VS'!J64
uitkering,koppel,ziekte,WN,7-12,3750,2248.6421489999998,'Julie HS & VS'!K64
uitkering,koppel,ziekte,WN,7-12,4000,2248.6421489999998,'Julie HS & VS'!L64
uitkering,koppel,ziekte,WN,7-12,4250,2248.6421489999998,'Julie HS & VS'!M64
uitkering,koppel,ziekte,WN,7-12,4500,2248.6421489999998,'Julie HS & VS'!N64
uitkering,koppel,ziekte,WN,7-12,4750,2248.6421489999998,'Julie HS & VS'!O64
